repo_name,repo_owner,git_url,api_base_url,source_type,access_token,lang,commits,defective,done
How-to-Make-a-Computer-Operating-System,SamyPesse,https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System.git,http://api.github.com,github_repo,,C,243,1,0
dotfiles,skwp,https://github.com/skwp/dotfiles.git,http://api.github.com,github_repo,,Ruby,1210,3,0
sass,sass,https://github.com/sass/sass.git,http://api.github.com,github_repo,,JavaScript,239,6,0
coursera-android,aporter,https://github.com/aporter/coursera-android.git,http://api.github.com,github_repo,,Java,135,9,0
cool-old-term,Swordfish90,https://github.com/Swordfish90/cool-old-term.git,http://api.github.com,github_repo,,QML,729,11,0
susy,ericam,https://github.com/ericam/susy.git,http://api.github.com,github_repo,,CSS,1583,13,0
PushSharp,Redth,https://github.com/Redth/PushSharp.git,http://api.github.com,github_repo,,C#,545,14,0
vim.js,coolwanglu,https://github.com/coolwanglu/vim.js.git,http://api.github.com,github_repo,,C,219,28,0
rails-i18n,svenfuchs,https://github.com/svenfuchs/rails-i18n.git,http://api.github.com,github_repo,,Ruby,1837,29,0
ink,zurb,https://github.com/zurb/ink.git,http://api.github.com,github_repo,,HTML,972,34,0
sql.js,kripken,https://github.com/kripken/sql.js.git,http://api.github.com,github_repo,,JavaScript,353,43,0
Newtonsoft.Json,JamesNK,https://github.com/JamesNK/Newtonsoft.Json.git,http://api.github.com,github_repo,,C#,1820,57,0
Android-ObservableScrollView,ksoichiro,https://github.com/ksoichiro/Android-ObservableScrollView.git,http://api.github.com,github_repo,,Java,383,80,0
patternlab-php,pattern-lab,https://github.com/pattern-lab/patternlab-php.git,http://api.github.com,github_repo,,PHP,1046,80,0
shadowsocks-android,shadowsocks,https://github.com/shadowsocks/shadowsocks-android.git,http://api.github.com,github_repo,,Kotlin,3174,89,0
t,sferik,https://github.com/sferik/t.git,http://api.github.com,github_repo,,Ruby,993,91,0
jieba,fxsjy,https://github.com/fxsjy/jieba.git,http://api.github.com,github_repo,,Python,513,101,0
GateOne,liftoff,https://github.com/liftoff/GateOne.git,http://api.github.com,github_repo,,JavaScript,859,119,0
google-api-php-client,google,https://github.com/google/google-api-php-client.git,http://api.github.com,github_repo,,PHP,1677,119,0
newspaper,codelucas,https://github.com/codelucas/newspaper.git,http://api.github.com,github_repo,,Python,639,124,0
rails_best_practices,railsbp,https://github.com/railsbp/rails_best_practices.git,http://api.github.com,github_repo,,Ruby,1276,130,0
Cactus,koenbok,https://github.com/koenbok/Cactus.git,http://api.github.com,github_repo,,Python,667,135,0
dagger,square,https://github.com/square/dagger.git,http://api.github.com,github_repo,,Java,701,144,0
devdocs,Thibaut,https://github.com/Thibaut/devdocs.git,http://api.github.com,github_repo,,Ruby,3280,167,0
macdown,uranusjr,https://github.com/uranusjr/macdown.git,http://api.github.com,github_repo,,Rich Text Format,1059,169,0
picasso,square,https://github.com/square/picasso.git,http://api.github.com,github_repo,,Java,1364,183,0
masscan,robertdavidgraham,https://github.com/robertdavidgraham/masscan.git,http://api.github.com,github_repo,,C,576,187,0
Telegram,DrKLO,https://github.com/DrKLO/Telegram.git,http://api.github.com,github_repo,,Java,342,193,0
greenDAO,greenrobot,https://github.com/greenrobot/greenDAO.git,http://api.github.com,github_repo,,Java,857,195,0
eventmachine,eventmachine,https://github.com/eventmachine/eventmachine.git,http://api.github.com,github_repo,,Ruby,1251,208,0
springside4,springside,https://github.com/springside/springside4.git,http://api.github.com,github_repo,,Java,1074,213,0
disruptor,LMAX-Exchange,https://github.com/LMAX-Exchange/disruptor.git,http://api.github.com,github_repo,,Java,958,214,0
ActionBarSherlock,JakeWharton,https://github.com/JakeWharton/ActionBarSherlock.git,http://api.github.com,github_repo,,Java,1480,219,0
roboguice,roboguice,https://github.com/roboguice/roboguice.git,http://api.github.com,github_repo,,Java,1054,222,0
xiki,trogdoro,https://github.com/trogdoro/xiki.git,http://api.github.com,github_repo,,Ruby,1087,224,0
codis,wandoulabs,https://github.com/wandoulabs/codis.git,http://api.github.com,github_repo,,Go,1688,239,0
libsodium,jedisct1,https://github.com/jedisct1/libsodium.git,http://api.github.com,github_repo,,C,3740,240,0
Hystrix,Netflix,https://github.com/Netflix/Hystrix.git,http://api.github.com,github_repo,,Java,2109,241,0
assetic,kriswallsmith,https://github.com/kriswallsmith/assetic.git,http://api.github.com,github_repo,,PHP,1153,248,0
facebook-android-sdk,facebook,https://github.com/facebook/facebook-android-sdk.git,http://api.github.com,github_repo,,Java,1355,250,0
micropython,micropython,https://github.com/micropython/micropython.git,http://api.github.com,github_repo,,C,10990,253,0
tweepy,tweepy,https://github.com/tweepy/tweepy.git,http://api.github.com,github_repo,,Python,1495,261,0
state_machine,pluginaweek,https://github.com/pluginaweek/state_machine.git,http://api.github.com,github_repo,,Ruby,751,265,0
mechanize,sparklemotion,https://github.com/sparklemotion/mechanize.git,http://api.github.com,github_repo,,Ruby,1445,265,0
brotli,google,https://github.com/google/brotli.git,http://api.github.com,github_repo,,C,986,284,0
mosh,keithw,https://github.com/keithw/mosh.git,http://api.github.com,github_repo,,C++,1373,286,0
proxygen,facebook,https://github.com/facebook/proxygen.git,http://api.github.com,github_repo,,C++,5419,292,0
