repo_name,repo_owner,git_url,api_base_url,source_type,access_token,lang,commits,defective,done
requery,requery,https://github.com/requery/requery,http://api.github.com,github_repo,,Java,848,100,0
volley,google,https://github.com/google/volley,http://api.github.com,github_repo,,Java,2018,100,0
deltachat-android,deltachat,https://github.com/deltachat/deltachat-android,http://api.github.com,github_repo,,Java,2148,101,0
java-apns,notnoop,https://github.com/notnoop/java-apns,http://api.github.com,github_repo,,Java,472,101,0
osmtracker-android,labexp,https://github.com/labexp/osmtracker-android,http://api.github.com,github_repo,,Java,434,101,0
Android-Debug-Database,amitshekhariitbhu,https://github.com/amitshekhariitbhu/Android-Debug-Database,http://api.github.com,github_repo,,Java,320,102,0
retrolambda,luontola,https://github.com/luontola/retrolambda,http://api.github.com,github_repo,,Java,529,103,0
java,exercism,https://github.com/exercism/java,http://api.github.com,github_repo,,Java,766,103,0
java,json-iterator,https://github.com/json-iterator/java,http://api.github.com,github_repo,,Java,766,103,0
java,kubernetes-client,https://github.com/kubernetes-client/java,http://api.github.com,github_repo,,Java,766,103,0
TelegramBots,rubenlagus,https://github.com/rubenlagus/TelegramBots,http://api.github.com,github_repo,,Java,720,103,0
liferay-docs,liferay,https://github.com/liferay/liferay-docs,http://api.github.com,github_repo,,Java,20650,103,0
sentry-react-native,getsentry,https://github.com/getsentry/sentry-react-native,http://api.github.com,github_repo,,Java,903,103,0
bootique,bootique,https://github.com/bootique/bootique,http://api.github.com,github_repo,,Java,1146,104,0
secor,pinterest,https://github.com/pinterest/secor,http://api.github.com,github_repo,,Java,1769,104,0
BottomSheetPickers,philliphsu,https://github.com/philliphsu/BottomSheetPickers,http://api.github.com,github_repo,,Java,803,104,0
android-advancedrecyclerview,h6ah4i,https://github.com/h6ah4i/android-advancedrecyclerview,http://api.github.com,github_repo,,Java,672,105,0
android-smsmms,klinker41,https://github.com/klinker41/android-smsmms,http://api.github.com,github_repo,,Java,555,105,0
swiftp,ppareit,https://github.com/ppareit/swiftp,http://api.github.com,github_repo,,Java,532,106,0
karyon,Netflix,https://github.com/Netflix/karyon,http://api.github.com,github_repo,,Java,574,106,0
jasmine-maven-plugin,searls,https://github.com/searls/jasmine-maven-plugin,http://api.github.com,github_repo,,Java,635,106,0
togglz,togglz,https://github.com/togglz/togglz,http://api.github.com,github_repo,,Java,756,107,0
GravityBox,C3C0,https://github.com/C3C0/GravityBox,http://api.github.com,github_repo,,Java,1340,108,0
JASONETTE-Android,Jasonette,https://github.com/Jasonette/JASONETTE-Android,http://api.github.com,github_repo,,Java,344,109,0
ardublock,taweili,https://github.com/taweili/ardublock,http://api.github.com,github_repo,,Java,898,109,0
oasp4j,oasp,https://github.com/oasp/oasp4j,http://api.github.com,github_repo,,Java,1105,109,0
FreeFlow,Comcast,https://github.com/Comcast/FreeFlow,http://api.github.com,github_repo,,Java,322,109,0
android_sdk,adjust,https://github.com/adjust/android_sdk,http://api.github.com,github_repo,,Java,1903,110,0
mct,nasa,https://github.com/nasa/mct,http://api.github.com,github_repo,,Java,977,110,0
